x, y
-0.5655482839772838,0
-0.42390469623932964,0
-0.2822611085013754,0
-0.1406175207634212,0
0.001026066974533002,0
0.14266965471248721,142
0.28431324245044143,112
0.42595683018839564,98
0.5676004179263499,85
0.7092440056643041,74
0.8508875934022584,60
0.9925311811402127,63
1.134174768878167,47
1.2758183566161212,33
1.4174619443540755,35
1.5591055320920297,30
1.700749119829984,24
1.8423927075679383,32
1.9840362953058925,17
2.125679883043847,16
2.267323470781801,18
2.408967058519755,14
2.550610646257709,15
2.692254233995663,11
2.833897821733617,11
2.975541409471571,10
3.117184997209525,5
3.258828584947479,3
3.4004721726854332,5
3.5421157604233873,4
3.6837593481613413,7
3.8254029358992954,5
3.9670465236372494,3
4.1086901113752035,4
4.250333699113158,2
4.391977286851112,2
4.533620874589067,2
4.675264462327021,0
4.816908050064976,2
4.95855163780293,2
5.100195225540885,1
5.241838813278839,0
5.383482401016794,0
5.525125988754748,1
5.666769576492703,1
5.808413164230657,1
5.950056751968612,0
6.091700339706566,0
6.233343927444521,1
6.374987515182475,0
6.51663110292043,0
6.658274690658384,0
6.799918278396339,1
6.941561866134293,0
7.083205453872248,0
7.224849041610202,0
7.366492629348157,0
7.508136217086111,0
7.649779804824066,0
7.79142339256202,0
